Province_State,Country_Region,Date,ConfirmedCases,Fatalities
Saint Pierre and Miquelon,France,2020-04-11,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-12,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-13,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-14,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-15,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-16,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-17,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-18,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-19,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-20,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-21,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-22,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-23,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-24,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-25,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-26,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-27,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-28,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-29,1.0,0.0
Saint Pierre and Miquelon,France,2020-04-30,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-01,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-02,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-03,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-04,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-05,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-06,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-07,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-08,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-09,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-10,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-11,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-12,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-13,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-14,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-15,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-16,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-17,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-18,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-19,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-20,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-21,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-22,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-23,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-24,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-25,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-26,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-27,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-28,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-29,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-30,1.0,0.0
Saint Pierre and Miquelon,France,2020-05-31,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-01,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-02,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-03,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-04,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-05,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-06,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-07,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-08,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-09,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-10,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-11,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-12,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-13,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-14,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-15,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-16,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-17,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-18,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-19,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-20,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-21,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-22,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-23,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-24,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-25,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-26,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-27,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-28,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-29,1.0,0.0
Saint Pierre and Miquelon,France,2020-06-30,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-01,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-02,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-03,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-04,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-05,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-06,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-07,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-08,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-09,1.0,0.0
Saint Pierre and Miquelon,France,2020-07-10,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-11,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-12,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-13,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-14,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-15,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-16,2.0,0.0
Saint Pierre and Miquelon,France,2020-07-17,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-18,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-19,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-20,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-21,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-22,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-23,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-24,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-25,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-26,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-27,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-28,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-29,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-30,4.0,0.0
Saint Pierre and Miquelon,France,2020-07-31,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-01,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-02,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-03,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-04,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-05,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-06,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-07,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-08,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-09,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-10,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-11,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-12,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-13,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-14,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-15,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-16,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-17,4.0,0.0
Saint Pierre and Miquelon,France,2020-08-18,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-19,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-20,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-21,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-22,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-23,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-24,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-25,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-26,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-27,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-28,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-29,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-30,5.0,0.0
Saint Pierre and Miquelon,France,2020-08-31,5.0,0.0
Saint Pierre and Miquelon,France,2020-09-01,5.0,0.0
Saint Pierre and Miquelon,France,2020-09-02,5.0,0.0
Saint Pierre and Miquelon,France,2020-09-03,5.0,0.0
Saint Pierre and Miquelon,France,2020-09-04,5.0,0.0
Saint Pierre and Miquelon,France,2020-09-05,5.0,0.0
Saint Pierre and Miquelon,France,2020-09-06,6.0,0.0
Saint Pierre and Miquelon,France,2020-09-07,9.0,0.0
Saint Pierre and Miquelon,France,2020-09-08,9.0,0.0
Saint Pierre and Miquelon,France,2020-09-09,9.0,0.0
Saint Pierre and Miquelon,France,2020-09-10,10.0,0.0
Saint Pierre and Miquelon,France,2020-09-11,10.0,0.0
Saint Pierre and Miquelon,France,2020-09-12,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-13,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-14,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-15,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-16,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-17,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-18,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-19,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-20,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-21,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-22,11.0,0.0
Saint Pierre and Miquelon,France,2020-09-23,12.0,0.0
Saint Pierre and Miquelon,France,2020-09-24,16.0,0.0
Saint Pierre and Miquelon,France,2020-09-25,16.0,0.0
Saint Pierre and Miquelon,France,2020-09-26,16.0,0.0
Saint Pierre and Miquelon,France,2020-09-27,16.0,0.0
Saint Pierre and Miquelon,France,2020-09-28,16.0,0.0
Saint Pierre and Miquelon,France,2020-09-29,16.0,0.0
Saint Pierre and Miquelon,France,2020-09-30,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-01,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-02,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-03,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-04,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-05,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-06,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-07,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-08,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-09,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-10,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-11,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-12,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-13,16.0,0.0
Saint Pierre and Miquelon,France,2020-10-14,16.0,0.0
St Martin,France,2020-01-22,0.0,0.0
St Martin,France,2020-01-23,0.0,0.0
St Martin,France,2020-01-24,0.0,0.0
St Martin,France,2020-01-25,0.0,0.0
St Martin,France,2020-01-26,0.0,0.0
St Martin,France,2020-01-27,0.0,0.0
St Martin,France,2020-01-28,0.0,0.0
St Martin,France,2020-01-29,0.0,0.0
St Martin,France,2020-01-30,0.0,0.0
St Martin,France,2020-01-31,0.0,0.0
St Martin,France,2020-02-01,0.0,0.0
St Martin,France,2020-02-02,0.0,0.0
St Martin,France,2020-02-03,0.0,0.0
St Martin,France,2020-02-04,0.0,0.0
St Martin,France,2020-02-05,0.0,0.0
St Martin,France,2020-02-06,0.0,0.0
St Martin,France,2020-02-07,0.0,0.0
St Martin,France,2020-02-08,0.0,0.0
St Martin,France,2020-02-09,0.0,0.0
St Martin,France,2020-02-10,0.0,0.0
St Martin,France,2020-02-11,0.0,0.0
St Martin,France,2020-02-12,0.0,0.0
St Martin,France,2020-02-13,0.0,0.0
St Martin,France,2020-02-14,0.0,0.0
St Martin,France,2020-02-15,0.0,0.0
St Martin,France,2020-02-16,0.0,0.0
St Martin,France,2020-02-17,0.0,0.0
St Martin,France,2020-02-18,0.0,0.0
St Martin,France,2020-02-19,0.0,0.0
St Martin,France,2020-02-20,0.0,0.0
St Martin,France,2020-02-21,0.0,0.0
St Martin,France,2020-02-22,0.0,0.0
St Martin,France,2020-02-23,0.0,0.0
St Martin,France,2020-02-24,0.0,0.0
St Martin,France,2020-02-25,0.0,0.0
St Martin,France,2020-02-26,0.0,0.0
St Martin,France,2020-02-27,0.0,0.0
St Martin,France,2020-02-28,0.0,0.0
St Martin,France,2020-02-29,0.0,0.0
St Martin,France,2020-03-01,0.0,0.0
St Martin,France,2020-03-02,0.0,0.0
St Martin,France,2020-03-03,0.0,0.0
St Martin,France,2020-03-04,0.0,0.0
St Martin,France,2020-03-05,0.0,0.0
St Martin,France,2020-03-06,0.0,0.0
St Martin,France,2020-03-07,0.0,0.0
St Martin,France,2020-03-08,0.0,0.0
St Martin,France,2020-03-09,2.0,0.0
St Martin,France,2020-03-10,2.0,0.0
St Martin,France,2020-03-11,2.0,0.0
St Martin,France,2020-03-12,2.0,0.0
St Martin,France,2020-03-13,2.0,0.0
St Martin,France,2020-03-14,2.0,0.0
St Martin,France,2020-03-15,2.0,0.0
St Martin,France,2020-03-16,2.0,0.0
St Martin,France,2020-03-17,2.0,0.0
St Martin,France,2020-03-18,3.0,0.0
St Martin,France,2020-03-19,4.0,0.0
St Martin,France,2020-03-20,4.0,0.0
St Martin,France,2020-03-21,4.0,0.0
St Martin,France,2020-03-22,5.0,0.0
St Martin,France,2020-03-23,8.0,0.0
St Martin,France,2020-03-24,8.0,0.0
St Martin,France,2020-03-25,11.0,0.0
St Martin,France,2020-03-26,11.0,0.0
St Martin,France,2020-03-27,11.0,0.0
St Martin,France,2020-03-28,11.0,0.0
St Martin,France,2020-03-29,11.0,0.0
St Martin,France,2020-03-30,15.0,1.0
St Martin,France,2020-03-31,15.0,1.0
St Martin,France,2020-04-01,15.0,1.0
St Martin,France,2020-04-02,22.0,1.0
St Martin,France,2020-04-03,22.0,1.0
St Martin,France,2020-04-04,24.0,2.0
St Martin,France,2020-04-05,32.0,2.0
St Martin,France,2020-04-06,32.0,2.0
St Martin,France,2020-04-07,32.0,2.0
St Martin,France,2020-04-08,32.0,2.0
St Martin,France,2020-04-09,32.0,2.0
St Martin,France,2020-04-10,32.0,2.0
St Martin,France,2020-04-11,32.0,2.0
St Martin,France,2020-04-12,32.0,2.0
St Martin,France,2020-04-13,32.0,2.0
St Martin,France,2020-04-14,32.0,2.0
St Martin,France,2020-04-15,35.0,2.0
St Martin,France,2020-04-16,35.0,2.0
St Martin,France,2020-04-17,35.0,2.0
St Martin,France,2020-04-18,37.0,2.0
St Martin,France,2020-04-19,37.0,2.0
St Martin,France,2020-04-20,37.0,2.0
St Martin,France,2020-04-21,37.0,2.0
St Martin,France,2020-04-22,38.0,2.0
St Martin,France,2020-04-23,38.0,2.0
St Martin,France,2020-04-24,38.0,3.0
St Martin,France,2020-04-25,38.0,3.0
St Martin,France,2020-04-26,38.0,3.0
St Martin,France,2020-04-27,38.0,3.0
St Martin,France,2020-04-28,38.0,3.0
St Martin,France,2020-04-29,38.0,3.0
St Martin,France,2020-04-30,38.0,3.0
St Martin,France,2020-05-01,38.0,3.0
St Martin,France,2020-05-02,38.0,3.0
St Martin,France,2020-05-03,38.0,3.0
St Martin,France,2020-05-04,38.0,3.0
St Martin,France,2020-05-05,38.0,3.0
St Martin,France,2020-05-06,38.0,3.0
St Martin,France,2020-05-07,38.0,3.0
St Martin,France,2020-05-08,38.0,3.0
St Martin,France,2020-05-09,39.0,3.0
St Martin,France,2020-05-10,39.0,3.0
St Martin,France,2020-05-11,39.0,3.0
St Martin,France,2020-05-12,39.0,3.0
St Martin,France,2020-05-13,39.0,3.0
St Martin,France,2020-05-14,39.0,3.0
St Martin,France,2020-05-15,39.0,3.0
St Martin,France,2020-05-16,39.0,3.0
St Martin,France,2020-05-17,39.0,3.0
St Martin,France,2020-05-18,39.0,3.0
St Martin,France,2020-05-19,39.0,3.0
St Martin,France,2020-05-20,40.0,3.0
St Martin,France,2020-05-21,40.0,3.0
St Martin,France,2020-05-22,40.0,3.0
St Martin,France,2020-05-23,40.0,3.0
St Martin,France,2020-05-24,40.0,3.0
St Martin,France,2020-05-25,40.0,3.0
St Martin,France,2020-05-26,40.0,3.0
St Martin,France,2020-05-27,40.0,3.0
St Martin,France,2020-05-28,40.0,3.0
St Martin,France,2020-05-29,40.0,3.0
St Martin,France,2020-05-30,41.0,3.0
St Martin,France,2020-05-31,41.0,3.0
St Martin,France,2020-06-01,41.0,3.0
St Martin,France,2020-06-02,41.0,3.0
St Martin,France,2020-06-03,41.0,3.0
St Martin,France,2020-06-04,41.0,3.0
St Martin,France,2020-06-05,41.0,3.0
St Martin,France,2020-06-06,41.0,3.0
St Martin,France,2020-06-07,41.0,3.0
St Martin,France,2020-06-08,41.0,3.0
St Martin,France,2020-06-09,41.0,3.0
St Martin,France,2020-06-10,41.0,3.0
St Martin,France,2020-06-11,41.0,3.0
St Martin,France,2020-06-12,42.0,3.0
St Martin,France,2020-06-13,42.0,3.0
St Martin,France,2020-06-14,42.0,3.0
St Martin,France,2020-06-15,42.0,3.0
St Martin,France,2020-06-16,42.0,3.0
St Martin,France,2020-06-17,42.0,3.0
St Martin,France,2020-06-18,42.0,3.0
St Martin,France,2020-06-19,42.0,3.0
St Martin,France,2020-06-20,42.0,3.0
St Martin,France,2020-06-21,42.0,3.0
St Martin,France,2020-06-22,42.0,3.0
St Martin,France,2020-06-23,42.0,3.0
St Martin,France,2020-06-24,42.0,3.0
St Martin,France,2020-06-25,42.0,3.0
St Martin,France,2020-06-26,42.0,3.0
St Martin,France,2020-06-27,42.0,3.0
St Martin,France,2020-06-28,43.0,3.0
St Martin,France,2020-06-29,43.0,3.0
St Martin,France,2020-06-30,43.0,3.0
St Martin,France,2020-07-01,43.0,3.0
St Martin,France,2020-07-02,43.0,3.0
St Martin,France,2020-07-03,43.0,3.0
St Martin,France,2020-07-04,43.0,3.0
St Martin,France,2020-07-05,43.0,3.0
St Martin,France,2020-07-06,43.0,3.0
St Martin,France,2020-07-07,43.0,3.0
St Martin,France,2020-07-08,43.0,3.0
St Martin,France,2020-07-09,43.0,3.0
St Martin,France,2020-07-10,43.0,3.0
St Martin,France,2020-07-11,43.0,3.0
St Martin,France,2020-07-12,43.0,3.0
St Martin,France,2020-07-13,43.0,3.0
St Martin,France,2020-07-14,43.0,3.0
St Martin,France,2020-07-15,43.0,3.0
St Martin,France,2020-07-16,43.0,3.0
St Martin,France,2020-07-17,46.0,3.0
St Martin,France,2020-07-18,46.0,3.0
St Martin,France,2020-07-19,46.0,3.0
St Martin,France,2020-07-20,46.0,3.0
St Martin,France,2020-07-21,46.0,3.0
St Martin,France,2020-07-22,46.0,3.0
St Martin,France,2020-07-23,46.0,3.0
St Martin,France,2020-07-24,46.0,3.0
St Martin,France,2020-07-25,49.0,3.0
St Martin,France,2020-07-26,49.0,3.0
St Martin,France,2020-07-27,49.0,3.0
St Martin,France,2020-07-28,49.0,3.0
St Martin,France,2020-07-29,49.0,3.0
St Martin,France,2020-07-30,49.0,3.0
St Martin,France,2020-07-31,53.0,3.0
St Martin,France,2020-08-01,53.0,3.0
St Martin,France,2020-08-02,53.0,3.0
St Martin,France,2020-08-03,53.0,3.0
St Martin,France,2020-08-04,53.0,3.0
St Martin,France,2020-08-05,53.0,3.0
St Martin,France,2020-08-06,53.0,3.0
St Martin,France,2020-08-07,53.0,3.0
St Martin,France,2020-08-08,53.0,3.0
St Martin,France,2020-08-09,78.0,3.0
St Martin,France,2020-08-10,78.0,3.0
St Martin,France,2020-08-11,84.0,4.0
St Martin,France,2020-08-12,84.0,4.0
St Martin,France,2020-08-13,92.0,4.0
St Martin,France,2020-08-14,109.0,4.0
St Martin,France,2020-08-15,109.0,4.0
St Martin,France,2020-08-16,109.0,4.0
St Martin,France,2020-08-17,121.0,5.0
St Martin,France,2020-08-18,121.0,5.0
St Martin,France,2020-08-19,121.0,5.0
St Martin,France,2020-08-20,121.0,5.0
St Martin,France,2020-08-21,176.0,5.0
St Martin,France,2020-08-22,176.0,5.0
St Martin,France,2020-08-23,176.0,5.0
St Martin,France,2020-08-24,176.0,5.0
St Martin,France,2020-08-25,198.0,5.0
St Martin,France,2020-08-26,198.0,5.0
St Martin,France,2020-08-27,198.0,5.0
St Martin,France,2020-08-28,213.0,5.0
St Martin,France,2020-08-29,213.0,5.0
St Martin,France,2020-08-30,213.0,5.0
St Martin,France,2020-08-31,213.0,5.0
St Martin,France,2020-09-01,213.0,5.0
St Martin,France,2020-09-02,239.0,6.0
St Martin,France,2020-09-03,239.0,6.0
St Martin,France,2020-09-04,239.0,6.0
St Martin,France,2020-09-05,239.0,6.0
St Martin,France,2020-09-06,239.0,6.0
St Martin,France,2020-09-07,239.0,6.0
St Martin,France,2020-09-08,239.0,6.0
St Martin,France,2020-09-09,256.0,6.0
St Martin,France,2020-09-10,256.0,6.0
St Martin,France,2020-09-11,256.0,6.0
St Martin,France,2020-09-12,256.0,6.0
St Martin,France,2020-09-13,256.0,6.0
St Martin,France,2020-09-14,330.0,6.0
St Martin,France,2020-09-15,330.0,6.0
St Martin,France,2020-09-16,330.0,6.0
St Martin,France,2020-09-17,330.0,6.0
St Martin,France,2020-09-18,330.0,6.0
St Martin,France,2020-09-19,330.0,6.0
St Martin,France,2020-09-20,330.0,6.0
St Martin,France,2020-09-21,330.0,6.0
St Martin,France,2020-09-22,330.0,6.0
St Martin,France,2020-09-23,367.0,8.0
St Martin,France,2020-09-24,367.0,8.0
St Martin,France,2020-09-25,367.0,8.0
St Martin,France,2020-09-26,367.0,8.0
St Martin,France,2020-09-27,383.0,8.0
St Martin,France,2020-09-28,383.0,8.0
St Martin,France,2020-09-29,383.0,8.0
St Martin,France,2020-09-30,383.0,8.0
St Martin,France,2020-10-01,403.0,8.0
St Martin,France,2020-10-02,403.0,8.0
St Martin,France,2020-10-03,412.0,8.0
St Martin,France,2020-10-04,412.0,8.0
St Martin,France,2020-10-05,412.0,8.0
St Martin,France,2020-10-06,412.0,8.0
St Martin,France,2020-10-07,412.0,8.0
St Martin,France,2020-10-08,412.0,8.0
St Martin,France,2020-10-09,466.0,8.0
St Martin,France,2020-10-10,466.0,8.0
St Martin,France,2020-10-11,466.0,8.0
St Martin,France,2020-10-12,466.0,8.0
St Martin,France,2020-10-13,466.0,8.0
St Martin,France,2020-10-14,501.0,8.0
,Gabon,2020-01-22,0.0,0.0
,Gabon,2020-01-23,0.0,0.0
,Gabon,2020-01-24,0.0,0.0
,Gabon,2020-01-25,0.0,0.0
,Gabon,2020-01-26,0.0,0.0
,Gabon,2020-01-27,0.0,0.0
,Gabon,2020-01-28,0.0,0.0
,Gabon,2020-01-29,0.0,0.0
,Gabon,2020-01-30,0.0,0.0
,Gabon,2020-01-31,0.0,0.0
,Gabon,2020-02-01,0.0,0.0
,Gabon,2020-02-02,0.0,0.0
,Gabon,2020-02-03,0.0,0.0
,Gabon,2020-02-04,0.0,0.0
,Gabon,2020-02-05,0.0,0.0
,Gabon,2020-02-06,0.0,0.0
,Gabon,2020-02-07,0.0,0.0
,Gabon,2020-02-08,0.0,0.0
,Gabon,2020-02-09,0.0,0.0
,Gabon,2020-02-10,0.0,0.0
,Gabon,2020-02-11,0.0,0.0
,Gabon,2020-02-12,0.0,0.0
,Gabon,2020-02-13,0.0,0.0
,Gabon,2020-02-14,0.0,0.0
,Gabon,2020-02-15,0.0,0.0
,Gabon,2020-02-16,0.0,0.0
,Gabon,2020-02-17,0.0,0.0
,Gabon,2020-02-18,0.0,0.0
,Gabon,2020-02-19,0.0,0.0
,Gabon,2020-02-20,0.0,0.0
,Gabon,2020-02-21,0.0,0.0
,Gabon,2020-02-22,0.0,0.0
,Gabon,2020-02-23,0.0,0.0
,Gabon,2020-02-24,0.0,0.0
,Gabon,2020-02-25,0.0,0.0
,Gabon,2020-02-26,0.0,0.0
,Gabon,2020-02-27,0.0,0.0
,Gabon,2020-02-28,0.0,0.0
,Gabon,2020-02-29,0.0,0.0
,Gabon,2020-03-01,0.0,0.0
,Gabon,2020-03-02,0.0,0.0
,Gabon,2020-03-03,0.0,0.0
,Gabon,2020-03-04,0.0,0.0
,Gabon,2020-03-05,0.0,0.0
,Gabon,2020-03-06,0.0,0.0
,Gabon,2020-03-07,0.0,0.0
,Gabon,2020-03-08,0.0,0.0
,Gabon,2020-03-09,0.0,0.0
,Gabon,2020-03-10,0.0,0.0
,Gabon,2020-03-11,0.0,0.0
,Gabon,2020-03-12,0.0,0.0
,Gabon,2020-03-13,0.0,0.0
,Gabon,2020-03-14,1.0,0.0
,Gabon,2020-03-15,1.0,0.0
,Gabon,2020-03-16,1.0,0.0
,Gabon,2020-03-17,1.0,0.0
,Gabon,2020-03-18,1.0,0.0
,Gabon,2020-03-19,1.0,0.0
,Gabon,2020-03-20,3.0,1.0
,Gabon,2020-03-21,4.0,1.0
,Gabon,2020-03-22,5.0,1.0
,Gabon,2020-03-23,5.0,1.0
,Gabon,2020-03-24,6.0,1.0
,Gabon,2020-03-25,6.0,1.0
,Gabon,2020-03-26,7.0,1.0
,Gabon,2020-03-27,7.0,1.0
,Gabon,2020-03-28,7.0,1.0
,Gabon,2020-03-29,7.0,1.0
,Gabon,2020-03-30,7.0,1.0
,Gabon,2020-03-31,16.0,1.0
,Gabon,2020-04-01,18.0,1.0
,Gabon,2020-04-02,21.0,1.0
,Gabon,2020-04-03,21.0,1.0
,Gabon,2020-04-04,21.0,1.0
,Gabon,2020-04-05,21.0,1.0
,Gabon,2020-04-06,24.0,1.0
,Gabon,2020-04-07,30.0,1.0
,Gabon,2020-04-08,34.0,1.0
,Gabon,2020-04-09,44.0,1.0
,Gabon,2020-04-10,44.0,1.0
,Gabon,2020-04-11,46.0,1.0
,Gabon,2020-04-12,49.0,1.0
,Gabon,2020-04-13,57.0,1.0
,Gabon,2020-04-14,57.0,1.0
,Gabon,2020-04-15,80.0,1.0
,Gabon,2020-04-16,80.0,1.0
,Gabon,2020-04-17,108.0,1.0
,Gabon,2020-04-18,108.0,1.0
,Gabon,2020-04-19,109.0,1.0
,Gabon,2020-04-20,120.0,1.0
,Gabon,2020-04-21,156.0,1.0
,Gabon,2020-04-22,166.0,1.0
,Gabon,2020-04-23,167.0,2.0
,Gabon,2020-04-24,172.0,3.0
,Gabon,2020-04-25,176.0,3.0
,Gabon,2020-04-26,176.0,3.0
,Gabon,2020-04-27,211.0,3.0
,Gabon,2020-04-28,238.0,3.0
,Gabon,2020-04-29,276.0,3.0
,Gabon,2020-04-30,276.0,3.0
,Gabon,2020-05-01,276.0,3.0
,Gabon,2020-05-02,335.0,5.0
,Gabon,2020-05-03,335.0,5.0
,Gabon,2020-05-04,367.0,6.0
,Gabon,2020-05-05,397.0,6.0
,Gabon,2020-05-06,397.0,6.0
,Gabon,2020-05-07,504.0,8.0
,Gabon,2020-05-08,620.0,8.0
,Gabon,2020-05-09,661.0,8.0
